LISTA;CIRCOSCRIZIONE;COLLEGIO PLURINOMINALE;COLLEGIO UNINOMINALE;NUMERO CANDIDATO;CANDIDATO
ITALIA EUROPA INSIEME;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;;MARCHETTI UGO 
ITALIA EUROPA INSIEME;LAZIO;LAZIO - 03;09 - LATINA;;MOSCARDELLI CLAUDIO 
ITALIA EUROPA INSIEME;LAZIO;LAZIO - 03;10 - VELLETRI;;PARENTE ANNAMARIA 
ITALIA EUROPA INSIEME;LIGURIA;LIGURIA - 01;01 - SAVONA;;DE VINCENZI LUIGI 
ITALIA EUROPA INSIEME;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;;PINOTTI ROBERTA 
ITALIA EUROPA INSIEME;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;;MICHELUCCI JURI 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;;BOSONE DANIELE 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;;LOMBARDI VALENTINA 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;;ALLI PAOLO 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 02;12 - BERGAMO;;MARCASSOLI LIVIA 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 02;13 - TREVIGLIO;;GUERINI GIUSEPPE 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 02;14 - BRESCIA;;MESSINA IGNAZIO 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 02;15 - LUMEZZANE;;CINQUEPALMI LORENZO 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 03;08 - LECCO;;BARTESAGHI CRISTINA 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 03;09 - CANTÙ;;MARELLI SAVINA 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 03;10 - COMO;;CAMPORINI VINCENZO 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 03;11 - VARESE;;ALFIERI ALESSANDRO 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;;CERNO TOMMASO 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;;D'ALFONSO FRANCO MARIA 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;;PERDUCA MARCO 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;;FIORENTINI MICHELA 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;;MALPEZZI SIMONA FLAVIA 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;;BERTOLA CHERUBINA 
ITALIA EUROPA INSIEME;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;;DE MARCHI DIANA ALESSANDRA 
ITALIA EUROPA INSIEME;MARCHE;MARCHE - 01;01 - PESARO;2;BONELLI ANGELO 
ITALIA EUROPA INSIEME;MARCHE;MARCHE - 01;02 - ANCONA;2;CARRESCIA PIERGIORGIO 
ITALIA EUROPA INSIEME;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;2;DI CINTIO EMANUELA 
ITALIA EUROPA INSIEME;MOLISE;MOLISE - 01;01 - CAMPOBASSO;;COLAVITA ENRICO 
ITALIA EUROPA INSIEME;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;6;AVETTA ALBERTO 
ITALIA EUROPA INSIEME;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;6;BUEMI ENRICO 
ITALIA EUROPA INSIEME;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;6;ESPOSITO STEFANO 
ITALIA EUROPA INSIEME;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;6;LAUS MAURO ANTONIO DONATO 
ITALIA EUROPA INSIEME;PIEMONTE;PIEMONTE - 02;05 - NOVARA;6;FERRARA ELENA 
ITALIA EUROPA INSIEME;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;6;BARGERO CRISTINA 
ITALIA EUROPA INSIEME;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;6;BORIOLI DANIELE GAETANO 
ITALIA EUROPA INSIEME;PIEMONTE;PIEMONTE - 02;08 - CUNEO;6;GIOVANNINI MARTA 
ITALIA EUROPA INSIEME;PUGLIA;PUGLIA - 01;01 - BARI;4;CAMPANELLI SALVATORE 
ITALIA EUROPA INSIEME;PUGLIA;PUGLIA - 01;02 - ALTAMURA;4;LEZOCHE LOREDANA 
ITALIA EUROPA INSIEME;PUGLIA;PUGLIA - 01;03 - ANDRIA;4;GENTILE ELENA 
ITALIA EUROPA INSIEME;PUGLIA;PUGLIA - 01;08 - FOGGIA;4;RUSSO MASSIMO 
ITALIA EUROPA INSIEME;PUGLIA;PUGLIA - 02;04 - BRINDISI;4;AMATI FABIANO 
ITALIA EUROPA INSIEME;PUGLIA;PUGLIA - 02;05 - LECCE;3;STEFANO DARIO 
ITALIA EUROPA INSIEME;PUGLIA;PUGLIA - 02;06 - NARDÒ;4;BELLANOVA TERESA 
ITALIA EUROPA INSIEME;PUGLIA;PUGLIA - 02;07 - TARANTO;4;CASCARANO MARIA GRAZIA 
ITALIA EUROPA INSIEME;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;3;PORRU DANIELA 
ITALIA EUROPA INSIEME;SARDEGNA;SARDEGNA - 01;02 - NUORO;3;ANGIONI IGNAZIO 
ITALIA EUROPA INSIEME;SARDEGNA;SARDEGNA - 01;03 - SASSARI;3;GANAU GIANFRANCO 
ITALIA EUROPA INSIEME;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;;PICCIONE TERESA 
ITALIA EUROPA INSIEME;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;;CICERO MARIO 
ITALIA EUROPA INSIEME;SICILIA;SICILIA - 01;03 - MARSALA;;RUGGIRELLO PAOLO 
ITALIA EUROPA INSIEME;SICILIA;SICILIA - 01;04 - AGRIGENTO;;IACONO MARIA 
ITALIA EUROPA INSIEME;SICILIA;SICILIA - 01;05 - GELA;;PETITTO ANNALISA MARIA 
ITALIA EUROPA INSIEME;SICILIA;SICILIA - 02;06 - MESSINA;;D'AMORE FABIO 
ITALIA EUROPA INSIEME;SICILIA;SICILIA - 02;07 - ACIREALE;;BURTONE GIOVANNI MARIO SALVINO 
ITALIA EUROPA INSIEME;SICILIA;SICILIA - 02;08 - CATANIA;;SUDANO VALERIA CARMELA MARIA 
ITALIA EUROPA INSIEME;SICILIA;SICILIA - 02;09 - SIRACUSA;;FURNARI MARIA ALESSANDRA 
ITALIA EUROPA INSIEME;TOSCANA;TOSCANA - 01;TOSCANA - 05 - LUCCA;;MARCUCCI ANDREA 
ITALIA EUROPA INSIEME;TOSCANA;TOSCANA - 01;01 - FIRENZE ;;RENZI MATTEO 
ITALIA EUROPA INSIEME;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;;PARRINI DARIO 
ITALIA EUROPA INSIEME;TOSCANA;TOSCANA - 01;03 - PRATO;;BINI CATERINA 
ITALIA EUROPA INSIEME;TOSCANA;TOSCANA - 02;04 - AREZZO;;NENCINI RICCARDO 
ITALIA EUROPA INSIEME;TOSCANA;TOSCANA - 02;06 - PISA;;FEDELI VALERIA 
ITALIA EUROPA INSIEME;TOSCANA;TOSCANA - 02;07 - LIVORNO;;VELO SILVIA 
ITALIA EUROPA INSIEME;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;01 - BOLZANO/BOZEN;;BRESSA GIANCLAUDIO 
ITALIA EUROPA INSIEME;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;02 - MERANO/MERAN;;AGNELLI PETRA 
ITALIA EUROPA INSIEME;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;03 - BRESSANONE/BRIXEN;;PRADER RENATE 
ITALIA EUROPA INSIEME;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;04 - TRENTO;;PANIZZA FRANCO 
ITALIA EUROPA INSIEME;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;05 - ROVERETO;;MELLARINI TIZIANO 
ITALIA EUROPA INSIEME;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;06 - PERGINE VALSUGANA;;STENICO ELEONORA 
ITALIA EUROPA INSIEME;UMBRIA;UMBRIA - 01;01 - PERUGIA;;GIULIETTI GIAMPIERO 
ITALIA EUROPA INSIEME;UMBRIA;UMBRIA - 01;02 - TERNI;;MIGNOZZETTI SIMONETTA 
ITALIA EUROPA INSIEME;VENETO;VENETO - 01;01 - VENEZIA;;FERRAZZI ANDREA 
ITALIA EUROPA INSIEME;VENETO;VENETO - 01;02 - BELLUNO;;PUPPATO LAURA 
ITALIA EUROPA INSIEME;VENETO;VENETO - 01;03 - TREVISO;;GIANELLONI ISABELLA 
ITALIA EUROPA INSIEME;VENETO;VENETO - 01;04 - ROVIGO;;BARETTA PIER PAOLO 
ITALIA EUROPA INSIEME;VENETO;VENETO - 02;05 - PADOVA;;BISATO LUIGI ALESSANDRO 
ITALIA EUROPA INSIEME;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;;SANTINI GIORGIO 
ITALIA EUROPA INSIEME;VENETO;VENETO - 02;07 - VICENZA;;SBROLLINI DANIELA 
ITALIA EUROPA INSIEME;VENETO;VENETO - 02;08 - VERONA;;ZAGO GIOVANNA 
ITALIA EUROPA INSIEME;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;;FACINCANI MAURIZIO 
LEGA;ABRUZZO;ABRUZZO - 01;01 - PESCARA;1;DI NINO ANTONELLA 
LEGA;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;1;QUAGLIARIELLO GAETANO 
LEGA;BASILICATA;BASILICATA - 01;01 - POTENZA;;PEPE PASQUALE 
LEGA;CALABRIA;CALABRIA - 01;01 - CROTONE;;ALTILIA EMANUELA 
LEGA;CALABRIA;CALABRIA - 01;02 - COSENZA;;CALIGIURI FULVIA MICHELA 
LEGA;CALABRIA;CALABRIA - 01;03 - CATANZARO;;AIELLO PIETRO 
LEGA;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;;SICLARI MARCO 
LEGA;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;;LONARDO ALESSANDRINA 
LEGA;CAMPANIA;CAMPANIA - 01;02 - CASERTA;;PETRENGA GIOVANNA 
LEGA;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;;GALATI GIUSEPPE 
LEGA;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;;BENEDUCE FLORA 
LEGA;CAMPANIA;CAMPANIA - 02;06 - CASORIA;;ROMANO GIUSEPPE DETTO GIOSY
LEGA;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;;GUANGI SALVATORE 
LEGA;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;;RUSSO ANGELA 
LEGA;CAMPANIA;CAMPANIA - 03;05 - PORTICI;;TESTA NUNZIO FRANCESCO 
LEGA;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;;RIVELLINI CRESCENZIO 
LEGA;CAMPANIA;CAMPANIA - 03;10 - SALERNO;;MARRAZZO PASQUALE 
LEGA;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;;SPINELLI COSTABILE 
LEGA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;;BARBONI ANTONIO 
LEGA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;;ALBERGHINI MASSIMILIANO 
LEGA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;;BALBONI ALBERTO 
LEGA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;;BRUNELLI ELISABETTA 
LEGA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;;CORTI STEFANO 
LEGA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;;BELLOCCHI CLAUDIA 
LEGA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;;SAPONARA MARIA 
LEGA;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;;PISANI PIETRO 
LEGA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;2;STABILE LAURA 
LEGA;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;2;CIRIANI LUCA 
LEGA;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;;IADICICCO FEDERICO 
LEGA;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;;CACCIAMANI MARIA GRAZIA 
LEGA;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;;BINETTI PAOLA 
LEGA;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;;MENNUNI LAVINIA 
LEGA;LAZIO;LAZIO - 02;05 - VITERBO;;BATTISTONI FRANCESCO 
LEGA;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;;FUSCO UMBERTO 
LEGA;LAZIO;LAZIO - 03;07 - FROSINONE;;RUSPANDINI MASSIMO 
LEGA;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;;REGIMENTI LUISA 
LEGA;LAZIO;LAZIO - 03;09 - LATINA;;FAZZONE CLAUDIO 
LEGA;LAZIO;LAZIO - 03;10 - VELLETRI;;SACCONE ANTONIO 
LEGA;LIGURIA;LIGURIA - 01;01 - SAVONA;;RIPAMONTI PAOLO 
LEGA;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;;VACCAREZZA ANGELO 
LEGA;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;;PUCCIARELLI STEFANIA 
LEGA;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;;CENTINAIO GIAN MARCO 
LEGA;LOMBARDIA;LOMBARDIA - 01;17 - CREMONA;;GARNERO SANTANCHE' DANIELA 
LEGA;LOMBARDIA;LOMBARDIA - 01;18 - MANTOVA;;RAUTI ISABELLA 
LEGA;LOMBARDIA;LOMBARDIA - 02;12 - BERGAMO;;GALLONE MARIA ALESSANDRA 
LEGA;LOMBARDIA;LOMBARDIA - 02;13 - TREVIGLIO;;PERGREFFI SIMONA 
LEGA;LOMBARDIA;LOMBARDIA - 02;14 - BRESCIA;;PAROLI ADRIANO 
LEGA;LOMBARDIA;LOMBARDIA - 02;15 - LUMEZZANE;;BORGHESI STEFANO 
LEGA;LOMBARDIA;LOMBARDIA - 03;08 - LECCO;;FAGGI ANTONELLA 
LEGA;LOMBARDIA;LOMBARDIA - 03;09 - CANTÙ;;RONZULLI LICIA 
LEGA;LOMBARDIA;LOMBARDIA - 03;10 - COMO;;RIVOLTA ERICA 
LEGA;LOMBARDIA;LOMBARDIA - 03;11 - VARESE;;CANDIANI STEFANO 
LEGA;LOMBARDIA;LOMBARDIA - 04;01 - MILANO - AREA STATISTICA 84;;PAGLIUCA LUIGI 
LEGA;LOMBARDIA;LOMBARDIA - 04;02 - MILANO - AREA STATISTICA 74;;CANTU' MARIA CRISTINA 
LEGA;LOMBARDIA;LOMBARDIA - 04;03 - MILANO - LEGNANO;;SCIASCIA SALVATORE 
LEGA;LOMBARDIA;LOMBARDIA - 04;04 - ROZZANO;;LA RUSSA IGNAZIO BENITO MARIA 
LEGA;LOMBARDIA;LOMBARDIA - 05;05 - COLOGNO MONZESE;;PELLEGRINI EMANUELE 
LEGA;LOMBARDIA;LOMBARDIA - 05;06 - MONZA;;CRAXI STEFANIA GABRIELLA ANASTASIA 
LEGA;LOMBARDIA;LOMBARDIA - 05;07 - SESTO SAN GIOVANNI;;ROMANI PAOLO 
LEGA;MARCHE;MARCHE - 01;01 - PESARO;12;BONFRISCO ANNA 
LEGA;MARCHE;MARCHE - 01;02 - ANCONA;12;PAZZAGLINI GIULIANO 
LEGA;MARCHE;MARCHE - 01;03 - ASCOLI PICENO;12;CIRIACI GRAZIELLA 
LEGA;MOLISE;MOLISE - 01;01 - CAMPOBASSO;;IORIO ANGELO MICHELE 
LEGA;PIEMONTE;PIEMONTE - 01;01 - SETTIMO TORINESE;8;TIRABOSCHI MARIA VIRGINIA 
LEGA;PIEMONTE;PIEMONTE - 01;02 - MONCALIERI ;8;CASOLATI MARZIA 
LEGA;PIEMONTE;PIEMONTE - 01;03 - TORINO - COLLEGNO;8;FERRERO ROBERTA 
LEGA;PIEMONTE;PIEMONTE - 01;04 - TORINO - ZONA STATISTICA 61;8;GOBETTI PAOLA 
LEGA;PIEMONTE;PIEMONTE - 02;05 - NOVARA;8;NASTRI GAETANO 
LEGA;PIEMONTE;PIEMONTE - 02;06 - VERCELLI;8;PICHETTO FRATIN GILBERTO 
LEGA;PIEMONTE;PIEMONTE - 02;07 - ALESSANDRIA;8;BERUTTI MASSIMO VITTORIO 
LEGA;PIEMONTE;PIEMONTE - 02;08 - CUNEO;8;PEROSINO MARCO 
LEGA;PUGLIA;PUGLIA - 01;01 - BARI;9;MELCHIORRE FILIPPO 
LEGA;PUGLIA;PUGLIA - 01;02 - ALTAMURA;9;MINUTO ANNA CARMELA 
LEGA;PUGLIA;PUGLIA - 01;03 - ANDRIA;9;SILVESTRIS SERGIO PAOLO FRANCESCO 
LEGA;PUGLIA;PUGLIA - 01;08 - FOGGIA;9;SPEZZATI ANTONELLA 
LEGA;PUGLIA;PUGLIA - 02;04 - BRINDISI;9;SCATIGNA TOMMASO 
LEGA;PUGLIA;PUGLIA - 02;05 - LECCE;8;VITALI LUIGI 
LEGA;PUGLIA;PUGLIA - 02;06 - NARDÒ;9;CARIDDI LUCIANO 
LEGA;PUGLIA;PUGLIA - 02;07 - TARANTO;9;FRANCAVILLA MARIA 
LEGA;SARDEGNA;SARDEGNA - 01;01 - CAGLIARI;6;BASCIU MARIA CHIARA 
LEGA;SARDEGNA;SARDEGNA - 01;02 - NUORO;6;PALERMO LORENZO 
LEGA;SARDEGNA;SARDEGNA - 01;03 - SASSARI;6;MORO ANTONIO 
LEGA;SICILIA;SICILIA - 01;01 - PALERMO - RESUTTANA-SAN LORENZO;;TANTILLO GIULIO 
LEGA;SICILIA;SICILIA - 01;02 - PALERMO - BAGHERIA;;BONAFEDE ESTERINA 
LEGA;SICILIA;SICILIA - 01;03 - MARSALA;;SCILLA ANTONINO 
LEGA;SICILIA;SICILIA - 01;04 - AGRIGENTO;;GIAMBRONE VINCENZO 
LEGA;SICILIA;SICILIA - 01;05 - GELA;;CANDURA GIOVANNA 
LEGA;SICILIA;SICILIA - 02;06 - MESSINA;;PAPATHEU URANIA GIULIA ROSINA 
LEGA;SICILIA;SICILIA - 02;07 - ACIREALE;;ATTAGUILE ANGELO 
LEGA;SICILIA;SICILIA - 02;08 - CATANIA;;STANCANELLI RAFFAELE 
LEGA;SICILIA;SICILIA - 02;09 - SIRACUSA;;MUTI MARIELLA 
LEGA;TOSCANA;TOSCANA - 01;TOSCANA - 05 - LUCCA;;MALLEGNI MASSIMO 
LEGA;TOSCANA;TOSCANA - 01;01 - FIRENZE ;;BAGNAI ALBERTO 
LEGA;TOSCANA;TOSCANA - 01;02 - SESTO FIORENTINO;;SCARPATI STEFANIA 
LEGA;TOSCANA;TOSCANA - 01;03 - PRATO;;LA PIETRA PATRIZIO GIACOMO 
LEGA;TOSCANA;TOSCANA - 02;04 - AREZZO;;NISINI TIZIANA 
LEGA;TOSCANA;TOSCANA - 02;06 - PISA;;SBRANA ROSELLINA 
LEGA;TOSCANA;TOSCANA - 02;07 - LIVORNO;;BERARDI ROBERTO 
LEGA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;01 - BOLZANO/BOZEN;;BESSONE MASSIMO 
LEGA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;02 - MERANO/MERAN;;GERMONTANI MARIA IDA 
LEGA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;03 - BRESSANONE/BRIXEN;;TOSS MARIA CRISTINA 
LEGA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;04 - TRENTO;;DE BERTOLDI ANDREA 
LEGA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;05 - ROVERETO;;CONZATTI DONATELLA 
LEGA;TRENTINO-ALTO ADIGE;TRENTINO-ALTO ADIGE/SÜDTIROL - 01;06 - PERGINE VALSUGANA;;TESTOR ELENA 
LEGA;UMBRIA;UMBRIA - 01;01 - PERUGIA;;ZAFFINI FRANCESCO 
LEGA;UMBRIA;UMBRIA - 01;02 - TERNI;;TESEI DONATELLA 
LEGA;VENETO;VENETO - 01;01 - VENEZIA;;ALBERTI MARIA ELISABETTA IN CASELLATI
LEGA;VENETO;VENETO - 01;02 - BELLUNO;;FREGOLENT SONIA 
LEGA;VENETO;VENETO - 01;03 - TREVISO;;CANDURA MASSIMO 
LEGA;VENETO;VENETO - 01;04 - ROVIGO;;TOFFANIN ROBERTA 
LEGA;VENETO;VENETO - 02;05 - PADOVA;;DE POLI ANTONIO 
LEGA;VENETO;VENETO - 02;06 - BASSANO DEL GRAPPA;;GHEDINI NICCOLO' 
LEGA;VENETO;VENETO - 02;07 - VICENZA;;STEFANI ERIKA 
LEGA;VENETO;VENETO - 02;08 - VERONA;;TOSATO PAOLO 
LEGA;VENETO;VENETO - 02;09 - VILLAFRANCA DI VERONA;;BERTACCO STEFANO 
LIBERI E UGUALI;ABRUZZO;ABRUZZO - 01;01 - PESCARA;6;MORESCO MIRELLA 
LIBERI E UGUALI;ABRUZZO;ABRUZZO - 01;02 - L'AQUILA;6;IAPADRE GUIDO 
LIBERI E UGUALI;BASILICATA;BASILICATA - 01;01 - POTENZA;;COVIELLO CRISTIANA 
LIBERI E UGUALI;CALABRIA;CALABRIA - 01;01 - CROTONE;;DURANTE LUCIA 
LIBERI E UGUALI;CALABRIA;CALABRIA - 01;02 - COSENZA;;MARTINO PASQUALE 
LIBERI E UGUALI;CALABRIA;CALABRIA - 01;03 - CATANZARO;;DE FAZIO MARIA ANTONIA 
LIBERI E UGUALI;CALABRIA;CALABRIA - 01;04 - REGGIO DI CALABRIA;;SERGI PIETRO 
LIBERI E UGUALI;CAMPANIA;CAMPANIA - 01;01 - BENEVENTO;;SASSO MARIA TERESA 
LIBERI E UGUALI;CAMPANIA;CAMPANIA - 01;02 - CASERTA;;FABROCILE ANTONELLO 
LIBERI E UGUALI;CAMPANIA;CAMPANIA - 01;03 - AVELLINO;;CUCCINIELLO ALFREDO 
LIBERI E UGUALI;CAMPANIA;CAMPANIA - 02;04 - GIUGLIANO IN CAMPANIA;;MORRA CARLO 
LIBERI E UGUALI;CAMPANIA;CAMPANIA - 02;06 - CASORIA;;DONESI MARIA 
LIBERI E UGUALI;CAMPANIA;CAMPANIA - 02;07 - NAPOLI - CIRCOSCRIZIONE 7 SAN CARLO ALL'ARENA;;NOCCHETTI ANTONIO DETTO TONI
LIBERI E UGUALI;CAMPANIA;CAMPANIA - 02;08 - NAPOLI - CIRCOSCRIZIONE 19 FUORIGROTTA;;MATURO CARMINE 
LIBERI E UGUALI;CAMPANIA;CAMPANIA - 03;05 - PORTICI;;TRIPALDI MARIA FRANCESCA 
LIBERI E UGUALI;CAMPANIA;CAMPANIA - 03;09 - TORRE DEL GRECO;;CIRILLO VINCENZO 
LIBERI E UGUALI;CAMPANIA;CAMPANIA - 03;10 - SALERNO;;LAMBIASE GIOVANNI DETTO GIANPAOLO
LIBERI E UGUALI;CAMPANIA;CAMPANIA - 03;11 - BATTIPAGLIA;;BOFFA MARIA ANTONIETTA 
LIBERI E UGUALI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;01 - RIMINI;;UBALDUCCI GIOVANNA 
LIBERI E UGUALI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;02 - RAVENNA;;GOVONI ALESSANDRA 
LIBERI E UGUALI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;03 - FERRARA;;GRILLO EULALIA 
LIBERI E UGUALI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 01;04 - BOLOGNA;;ERRANI VASCO 
LIBERI E UGUALI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;05 - MODENA;;TRANDE PAOLO 
LIBERI E UGUALI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;06 - REGGIO NELL'EMILIA ;;GALANTINI CESARE 
LIBERI E UGUALI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;07 - PARMA;;MEO GABRIELLA 
LIBERI E UGUALI;EMILIA-ROMAGNA;EMILIA-ROMAGNA - 02;08 - PIACENZA;;GHISONI ALESSANDRO 
LIBERI E UGUALI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;01 - TRIESTE;7;PELLEGRINO SERENA 
LIBERI E UGUALI;FRIULI-VENEZIA GIULIA;FRIULI-VENEZIA GIULIA - 01;02 - UDINE;7;CAZORZI FEDERICO 
LIBERI E UGUALI;LAZIO;LAZIO - 01;01 - ROMA - QUARTIERE GIANICOLENSE;;LAURI LAURA 
LIBERI E UGUALI;LAZIO;LAZIO - 01;02 - ROMA - QUARTIERE TUSCOLANO;;URSO GIUSEPPA DETTA GIULIA
LIBERI E UGUALI;LAZIO;LAZIO - 01;03 - ROMA - QUARTIERE PORTUENSE;;CIANCIO ANTONIO DETTO ANTONELLO
LIBERI E UGUALI;LAZIO;LAZIO - 02;04 - ROMA - QUARTIERE COLLATINO;;DE PETRIS LOREDANA 
LIBERI E UGUALI;LAZIO;LAZIO - 02;05 - VITERBO;;CAMMILLETTI STEFANIA 
LIBERI E UGUALI;LAZIO;LAZIO - 02;06 - GUIDONIA MONTECELIO;;GIORGI ROBERTO 
LIBERI E UGUALI;LAZIO;LAZIO - 03;07 - FROSINONE;;SALVUCCI DANILO 
LIBERI E UGUALI;LAZIO;LAZIO - 03;08 - ROMA - FIUMICINO;;CERVELLINI MASSIMO 
LIBERI E UGUALI;LAZIO;LAZIO - 03;09 - LATINA;;CAMPOLI RENATO 
LIBERI E UGUALI;LAZIO;LAZIO - 03;10 - VELLETRI;;BRIENZA LUCA 
LIBERI E UGUALI;LIGURIA;LIGURIA - 01;01 - SAVONA;;ACQUILINO SERGIO 
LIBERI E UGUALI;LIGURIA;LIGURIA - 01;02 - GENOVA - UNITÀ URBANISTICA SAN FRUTTUOSO;;AMEN ROBERTO GIACINTO 
LIBERI E UGUALI;LIGURIA;LIGURIA - 01;03 - GENOVA - LA SPEZIA;;CANALE LAURA 
LIBERI E UGUALI;LOMBARDIA;LOMBARDIA - 01;16 - PAVIA;;VALMACCHIO ROBERTA 
