wikidata,unapromessaID,twitter,nome,wikipediaIT,immagine,,,,,,,
Q3852636,UQ3852636,Maurizio_Lupi,LUPI Maurizio,https://it.wikipedia.org/wiki/Maurizio_Lupi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/300/447/original_d300447.jpg,,,,,,,
Q13433334,UQ13433334,Mariettatidei,TIDEI Marietta,https://it.wikipedia.org/wiki/Marietta_Tidei,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/808/original_d305808.jpg,,,,,,,
Q15711019,UQ15711019,amendolaenzo,AMENDOLA Vincenzo,https://it.wikipedia.org/wiki/Vincenzo_Amendola,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/931/original_d305931.jpg,,,,,,,
Q10359276,UQ10359276,RenataBueno23,BUENO Renata,https://it.wikipedia.org/wiki/Renata_Bueno,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/247/original_d306247.jpg,,,,,,,
Q3765313,UQ3765313,,BRANDOLIN Giorgio,https://it.wikipedia.org/wiki/Giorgio_Brandolin,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/680/original_d305680.jpg,,,,,,,
Q16560395,UQ16560395,GiuliaDiVita,DI VITA Giulia,https://it.wikipedia.org/wiki/Giulia_Di_Vita,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/042/original_d306042.jpg,,,,,,,
Q15972643,UQ15972643,DanieleMontroni,MONTRONI Daniele,https://it.wikipedia.org/wiki/Daniele_Montroni,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/860/original_d305860.jpg,,,,,,,
Q16571993,UQ16571993,leonardoimpegno,IMPEGNO Leonardo,https://it.wikipedia.org/wiki/Leonardo_Impegno,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/864/original_d305864.jpg,,,,,,,
Q3961298,UQ3961298,SRubinato,RUBINATO Simonetta,https://it.wikipedia.org/wiki/Simonetta_Rubinato,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/268/original_d302268.jpg,,,,,,,
Q3929221,UQ3929221,mariraf,MARIANI Raffaella,https://it.wikipedia.org/wiki/Raffaella_Mariani,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/300/293/original_d300293.jpg,,,,,,,
Q1102044,UQ1102044,paolabinetti,BINETTI Paola,https://it.wikipedia.org/wiki/Paola_Binetti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/190/original_d302190.jpg,,,,,,,
Q3961182,UQ3961182,simonebaldelli,BALDELLI Simone,https://it.wikipedia.org/wiki/Simone_Baldelli,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/089/original_d302089.jpg,,,,,,,
Q15917176,UQ15917176,GeRostellato,ROSTELLATO Gessica,https://it.wikipedia.org/wiki/Gessica_Rostellato,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/606/original_d305606.jpg,,,,,,,
Q15117588,UQ15117588,LucaSani65,SANI Luca,https://it.wikipedia.org/wiki/Luca_Sani,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/863/original_d302863.jpg,,,,,,,
Q15972640,UQ15972640,DaniSbrollini,SBROLLINI Daniela,https://it.wikipedia.org/wiki/Daniela_Sbrollini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/833/original_d302833.jpg,,,,,,,
Q16526805,UQ16526805,AngeloTofalo,TOFALO Angelo,https://it.wikipedia.org/wiki/Angelo_Tofalo,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/910/original_d305910.jpg,,,,,,,
Q15120189,UQ15120189,LuigiGallo15,GALLO Luigi,https://it.wikipedia.org/wiki/Luigi_Gallo,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/900/original_d305900.jpg,,,,,,,
Q14636368,UQ14636368,ferdinandaiello,AIELLO Ferdinando,https://it.wikipedia.org/wiki/Ferdinando_Aiello,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/300/original_d306300.jpg,,,,,,,
Q2595856,UQ2595856,zan_alessandro,ZAN Alessandro,https://it.wikipedia.org/wiki/Alessandro_Zan,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/272/original_d306272.jpg,,,,,,,
Q2595856,UQ2595856,zan_alessandro,ZAN Alessandro,https://it.wikipedia.org/wiki/Alessandro_Zan,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/272/original_d306272.jpg,,,,,,,
Q15269604,UQ15269604,nicola_bianchi,BIANCHI Nicola,https://it.wikipedia.org/wiki/Nicola_Bianchi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/041/original_d306041.jpg,,,,,,,
Q1071082,UQ1071082,,POLLASTRINI Barbara,https://it.wikipedia.org/wiki/Barbara_Pollastrini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/034/180/original_d34180.jpg,,,,,,,
Q3845991,UQ3845991,onMarcoCarra,CARRA Marco,https://it.wikipedia.org/wiki/Marco_Carra_(politico),http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/760/original_d302760.jpg,,,,,,,
Q12016223,UQ12016223,,GALLI Carlo,https://it.wikipedia.org/wiki/Carlo_Galli_(politico),http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/706/original_d305706.jpg,,,,,,,
Q13405623,UQ13405623,,COSCIA Maria,https://it.wikipedia.org/wiki/Maria_Coscia,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/796/original_d302796.jpg,,,,,,,
Q19663201,UQ19663201,YoramGutgeld,GUTGELD Itzhak Yoram,https://it.wikipedia.org/wiki/Yoram_Gutgeld,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/079/original_d306079.jpg,,,,,,,
Q15972639,UQ15972639,gasparini2013,GASPARINI Daniela Matilde Maria,https://it.wikipedia.org/wiki/Daniela_Gasparini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/206/original_d306206.jpg,,,,,,,
Q16539637,UQ16539637,chiaragribaudo,GRIBAUDO Chiara,https://it.wikipedia.org/wiki/Chiara_Gribaudo,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/008/original_d306008.jpg,,,,,,,
Q15138241,UQ15138241,LuigiLacqua,LACQUANITI Luigi,https://it.wikipedia.org/wiki/Luigi_Lacquaniti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/266/original_d306266.jpg,,,,,,,
Q15653992,UQ15653992,TiziCip,CIPRINI Tiziana,https://it.wikipedia.org/wiki/Tiziana_Ciprini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/694/original_d305694.jpg,,,,,,,
Q15144716,UQ15144716,MarioBorgheseOK,BORGHESE Mario,https://it.wikipedia.org/wiki/Mario_Borghese,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/249/original_d306249.jpg,,,,,,,
Q15290569,UQ15290569,OrePastorelli,PASTORELLI Oreste,https://it.wikipedia.org/wiki/Oreste_Pastorelli,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/658/original_d305658.jpg,,,,,,,
Q15290569,UQ15290569,OrePastorelli,PASTORELLI Oreste,https://it.wikipedia.org/wiki/Oreste_Pastorelli,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/658/original_d305658.jpg,,,,,,,
Q3903281,UQ3903281,,LONGO Piero,https://it.wikipedia.org/wiki/Piero_Longo,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/303/074/original_d303074.jpg,,,,,,,
Q3894506,UQ3894506,,TANCREDI Paolo,https://it.wikipedia.org/wiki/Paolo_Tancredi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/303/114/original_d303114.jpg,,,,,,,
Q47556,UQ47556,pbersani,BERSANI Pier Luigi,https://it.wikipedia.org/wiki/Pier_Luigi_Bersani,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/300/026/original_d300026.jpg,,,,,,,
Q15465677,UQ15465677,,GALLO Riccardo,https://it.wikipedia.org/wiki/Riccardo_Gallo,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/033/original_d306033.jpg,,,,,,,
Q15303867,UQ15303867,MaestriPatrizia,MAESTRI Patrizia,https://it.wikipedia.org/wiki/Patrizia_Maestri,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/742/original_d305742.jpg,,,,,,,
Q16549651,UQ16549651,DiegoZardini,ZARDINI Diego,https://it.wikipedia.org/wiki/Diego_Zardini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/640/original_d305640.jpg,,,,,,,
Q15144734,UQ15144734,MarioSberna,SBERNA Mario,https://it.wikipedia.org/wiki/Mario_Sberna,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/516/original_d305516.jpg,,,,,,,
Q16578527,UQ16578527,MilenaSanterini,SANTERINI Milena,https://it.wikipedia.org/wiki/Milena_Santerini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/514/original_d305514.jpg,,,,,,,
Q16528037,UQ16528037,Sannicandro_A,SANNICANDRO Arcangelo,https://it.wikipedia.org/wiki/Arcangelo_Sannicandro,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/523/original_d306523.jpg,,,,,,,
Q3851077,UQ3851077,maxsmeriglio,SMERIGLIO Massimiliano,https://it.wikipedia.org/wiki/Massimiliano_Smeriglio,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/078/original_d302078.jpg,,,,,,,
Q15888313,UQ15888313,giorgiopiccolo2,PICCOLO Giorgio,https://it.wikipedia.org/wiki/Giorgio_Piccolo,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/878/original_d305878.jpg,,,,,,,
Q15479523,UQ15479523,RobertinoMarti,MARTI Roberto,https://it.wikipedia.org/wiki/Roberto_Marti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/968/original_d305968.jpg,,,,,,,
Q16268328,UQ16268328,dellorco85,DELL'ORCO Michele,https://it.wikipedia.org/wiki/Michele_Dell'Orco,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/980/original_d305980.jpg,,,,,,,
Q15055614,UQ15055614,ale_moretti,MORETTI Alessandra,https://it.wikipedia.org/wiki/Alessandra_Moretti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/636/original_d305636.jpg,,,,,,,
Q15633011,UQ15633011,susannacenni,CENNI Susanna,https://it.wikipedia.org/wiki/Susanna_Cenni,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/943/original_d302943.jpg,,,,,,,
Q7000506,UQ7000506,,NASTRI Gaetano,https://it.wikipedia.org/wiki/Gaetano_Nastri,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/962/original_d302962.jpg,,,,,,,
Q2246893,UQ2246893,PiaLocatelli,LOCATELLI Pia Elda,https://it.wikipedia.org/wiki/Pia_Locatelli,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/210/original_d306210.jpg,,,,,,,
Q16163302,UQ16163302,,ALBANELLA Luisella,https://it.wikipedia.org/wiki/Luisella_Albanella,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/112/original_d306112.jpg,,,,,,,
Q16554359,UQ16554359,ernestopreziosi,PREZIOSI Ernesto,https://it.wikipedia.org/wiki/Ernesto_Preziosi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/543/original_d305543.jpg,,,,,,,
Q3847714,UQ3847714,mariannamadia,MADIA Maria Anna,https://it.wikipedia.org/wiki/Marianna_Madia,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/789/original_d302789.jpg,,,,,,,
Q15972766,UQ15972766,Davidebaruffi,BARUFFI Davide,https://it.wikipedia.org/wiki/Davide_Baruffi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/948/original_d305948.jpg,,,,,,,
Q15142809,UQ15142809,,AMATO Maria,https://it.wikipedia.org/wiki/Maria_Amato,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/075/original_d306075.jpg,,,,,,,
Q15975935,UQ15975935,PetraroliCosimo,PETRAROLI Cosimo,https://it.wikipedia.org/wiki/Cosimo_Petraroli,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/530/original_d305530.jpg,,,,,,,
Q3762995,UQ3762995,,BRESSA Gianclaudio,https://it.wikipedia.org/wiki/Gianclaudio_Bressa,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/050/437/original_d50437.jpg,,,,,,,
Q15936356,UQ15936356,FedericoGinato,GINATO Federico,https://it.wikipedia.org/wiki/Federico_Ginato,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/638/original_d305638.jpg,,,,,,,
Q16557109,UQ16557109,FrancescoBonif1,BONIFAZI Francesco,https://it.wikipedia.org/wiki/Francesco_Bonifazi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/003/original_d306003.jpg,,,,,,,
Q15535050,UQ15535050,RogerDeMenech,DE MENECH Roger,https://it.wikipedia.org/wiki/Roger_De_Menech,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/656/original_d305656.jpg,,,,,,,
Q16581753,UQ16581753,NPilozzi,PILOZZI Nazzareno,https://it.wikipedia.org/wiki/Nazzareno_Pilozzi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/290/original_d306290.jpg,,,,,,,
Q16548822,UQ16548822,crippa5stelle,CRIPPA Davide,https://it.wikipedia.org/wiki/Davide_Crippa,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/022/original_d306022.jpg,,,,,,,
Q16575769,UQ16575769,MarcoBrugne,BRUGNEROTTO Marco,https://it.wikipedia.org/wiki/Marco_Brugnerotto,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/609/original_d305609.jpg,,,,,,,
Q3763148,UQ3763148,,SAMMARCO Gianfranco,https://it.wikipedia.org/wiki/Gianfranco_Sammarco,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/971/original_d302971.jpg,,,,,,,
Q15813283,UQ15813283,,BONAVITACOLA Fulvio,https://it.wikipedia.org/wiki/Fulvio_Bonavitacola,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/817/original_d302817.jpg,,,,,,,
Q3616922,UQ3616922,,CAPODICASA Angelo,https://it.wikipedia.org/wiki/Angelo_Capodicasa,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/478/original_d301478.jpg,,,,,,,
Q15117583,UQ15117583,LottiLuca,LOTTI Luca,https://it.wikipedia.org/wiki/Luca_Lotti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/128/original_d306128.jpg,,,,,,,
Q16560345,UQ16560345,mimmogp,PISANO Girolamo,https://it.wikipedia.org/wiki/Girolamo_Pisano,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/921/original_d305921.jpg,,,,,,,
Q3958201,UQ3958201,,GIACOMONI Sestino,https://it.wikipedia.org/wiki/Sestino_Giacomoni,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/533/original_d301533.jpg,,,,,,,
Q1394411,UQ1394411,Ignazio_LaRussa,LA RUSSA Ignazio,https://it.wikipedia.org/wiki/Ignazio_La_Russa,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/033/410/original_d33410.jpg,,,,,,,
Q3851022,UQ3851022,M_Fedriga,FEDRIGA Massimiliano,https://it.wikipedia.org/wiki/Massimiliano_Fedriga,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/983/original_d302983.jpg,,,,,,,
Q16554349,UQ16554349,Emagorno,MAGORNO Ernesto,https://it.wikipedia.org/wiki/Ernesto_Magorno,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/145/original_d306145.jpg,,,,,,,
Q16526911,UQ16526911,AnnaAscani,ASCANI Anna,https://it.wikipedia.org/wiki/Anna_Ascani,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/704/original_d305704.jpg,,,,,,,
Q15624743,UQ15624743,,MARROCU Siro,https://it.wikipedia.org/wiki/Siro_Marrocu,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/845/original_d302845.jpg,,,,,,,
Q16555470,UQ16555470,federicadieni,DIENI Federica,https://it.wikipedia.org/wiki/Federica_Dieni,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/120/original_d306120.jpg,,,,,,,
Q16560401,UQ16560401,GiuliaGrilloM5S,GRILLO Giulia,https://it.wikipedia.org/wiki/Giulia_Grillo,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/071/original_d306071.jpg,,,,,,,
Q3849194,UQ3849194,tullomario,TULLO Mario,https://it.wikipedia.org/wiki/Mario_Tullo,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/772/original_d302772.jpg,,,,,,,
Q15967961,UQ15967961,cristianinve,INVERNIZZI Cristian,https://it.wikipedia.org/wiki/Cristian_Invernizzi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/503/original_d305503.jpg,,,,,,,
Q16559106,UQ16559106,Gianluigi_Gigli,GIGLI Gian Luigi,https://it.wikipedia.org/wiki/Gian_Luigi_Gigli,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/686/original_d305686.jpg,,,,,,,
Q5853391,UQ5853391,,PLANGGER Albrecht,https://it.wikipedia.org/wiki/Albrecht_Plangger,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/578/original_d305578.jpg,,,,,,,
Q3719439,UQ3719439,edmondocirielli,CIRIELLI Edmondo,https://it.wikipedia.org/wiki/Edmondo_Cirielli,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/300/319/original_d300319.jpg,,,,,,,
Q16560662,UQ16560662,g_brescia,BRESCIA Giuseppe,https://it.wikipedia.org/wiki/Giuseppe_Brescia_(politico),http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/852/original_d305852.jpg,,,,,,,
Q451791,UQ451791,GiorgiaMeloni,MELONI Giorgia,https://it.wikipedia.org/wiki/Giorgia_Meloni,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/103/original_d302103.jpg,,,,,,,
Q16268455,UQ16268455,vannaio,IORI Vanna,https://it.wikipedia.org/wiki/Vanna_Iori,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/952/original_d305952.jpg,,,,,,,
Q551188,UQ551188,R_Buttiglione,BUTTIGLIONE Rocco,https://it.wikipedia.org/wiki/Rocco_Buttiglione,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/035/640/original_d35640.jpg,,,,,,,
Q15479309,UQ15479309,Pecoranera18,CAPELLI Roberto,https://it.wikipedia.org/wiki/Roberto_Capelli,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/066/original_d306066.jpg,,,,,,,
Q3765539,UQ3765539,,LAINATI Giorgio,https://it.wikipedia.org/wiki/Giorgio_Lainati,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/300/442/original_d300442.jpg,,,,,,,
Q16549148,UQ16549148,,BATTAGLIA Demetrio,https://it.wikipedia.org/wiki/Demetrio_Battaglia,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/142/original_d306142.jpg,,,,,,,
Q6508991,UQ6508991,robertalombardi,LOMBARDI Roberta,https://it.wikipedia.org/wiki/Roberta_Lombardi,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/788/original_d305788.jpg,,,,,,,
Q16268594,UQ16268594,GiovanniPaglia,PAGLIA Giovanni,https://it.wikipedia.org/wiki/Giovanni_Paglia,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/282/original_d306282.jpg,,,,,,,
Q17315601,UQ17315601,VanessaCamani,CAMANI Vanessa,https://it.wikipedia.org/wiki/Vanessa_Camani,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/687/original_d306687.jpg,,,,,,,
Q15585159,UQ15585159,micillom5s,MICILLO Salvatore,https://it.wikipedia.org/wiki/Salvatore_Micillo,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/894/original_d305894.jpg,,,,,,,
Q3637263,UQ3637263,bealorenzin,LORENZIN Beatrice,https://it.wikipedia.org/wiki/Beatrice_Lorenzin,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/783/original_d302783.jpg,,,,,,,
Q15300732,UQ15300732,PaoloParentela,PARENTELA Paolo,https://it.wikipedia.org/wiki/Paolo_Parentela,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/124/original_d306124.jpg,,,,,,,
Q15791568,UQ15791568,,GAROFANI Francesco Saverio,https://it.wikipedia.org/wiki/Francesco_Saverio_Garofani,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/301/545/original_d301545.jpg,,,,,,,
Q3851209,UQ3851209,MassimoCorsaro,CORSARO Massimo Enrico,https://it.wikipedia.org/wiki/Massimo_Corsaro,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/757/original_d302757.jpg,,,,,,,
Q16551696,UQ16551696,elisamariano16,MARIANO Elisa,https://it.wikipedia.org/wiki/Elisa_Mariano,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/935/original_d305935.jpg,,,,,,,
Q16556029,UQ16556029,f_crimi,CRIMI' Filippo,https://it.wikipedia.org/wiki/Filippo_Crimì,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/648/original_d305648.jpg,,,,,,,
Q116026,UQ116026,DeborahBergamin,BERGAMINI Deborah,https://it.wikipedia.org/wiki/Deborah_Bergamini,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/867/original_d302867.jpg,,,,,,,
Q3796375,UQ3796375,IleanaArgentin,ARGENTIN Ileana,https://it.wikipedia.org/wiki/Ileana_Argentin,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/791/original_d302791.jpg,,,,,,,
Q16548835,UQ16548835,mattiellodavide,MATTIELLO Davide,https://it.wikipedia.org/wiki/Davide_Mattiello,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/573/original_d305573.jpg,,,,,,,
Q3948194,UQ3948194,sandrobiasotti,BIASOTTI Sandro,https://it.wikipedia.org/wiki/Sandro_Biasotti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/769/original_d302769.jpg,,,,,,,
Q3608159,UQ3608159,,BOMBASSEI Alberto,https://it.wikipedia.org/wiki/Alberto_Bombassei,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/508/original_d305508.jpg,,,,,,,
Q23047395,UQ23047395,AvvAMaestri,MAESTRI Andrea,https://it.wikipedia.org/wiki/Andrea_Maestri,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/861/original_d306861.jpg,,,,,,,
Q15944965,UQ15944965,e_cozzolino,COZZOLINO Emanuele,https://it.wikipedia.org/wiki/Emanuele_Cozzolino,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/678/original_d305678.jpg,,,,,,,
Q15936514,UQ15936514,flavagno,LAVAGNO Fabio,https://it.wikipedia.org/wiki/Fabio_Lavagno,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/261/original_d306261.jpg,,,,,,,
Q16526279,UQ16526279,giorgis65,GIORGIS Andrea,https://it.wikipedia.org/wiki/Andrea_Giorgis,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/567/original_d305567.jpg,,,,,,,
Q3615834,UQ3615834,andreamartella,MARTELLA Andrea,https://it.wikipedia.org/wiki/Andrea_Martella,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/300/483/original_d300483.jpg,,,,,,,
Q3702604,UQ3702604,DarioGinefra,GINEFRA Dario,https://it.wikipedia.org/wiki/Dario_Ginefra,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/897/original_d302897.jpg,,,,,,,
Q15964380,UQ15964380,dinoalberti,ALBERTI Ferdinando,https://it.wikipedia.org/wiki/Dino_Alberti,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/518/original_d305518.jpg,,,,,,,
Q3992773,UQ3992773,TommasoGinoble,GINOBLE Tommaso,https://it.wikipedia.org/wiki/Tommaso_Ginoble,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/302/921/original_d302921.jpg,,,,,,,
Q15936417,UQ15936417,FedericaDaga,DAGA Federica,https://it.wikipedia.org/wiki/Federica_Daga,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/305/773/original_d305773.jpg,,,,,,,
Q15888149,UQ15888149,gianlucarizzo46,RIZZO Gianluca,https://it.wikipedia.org/wiki/Gianluca_Rizzo,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/306/088/original_d306088.jpg,,,,,,,
Q3980560,UQ3980560,TamaraBlazina,BLAZINA Tamara,https://it.wikipedia.org/wiki/Tamara_Blažina,http://www.camera.it/application/xmanager/projects/leg17/attachments/shadow_deputato/has_fotos/000/303/029/original_d303029.jpg,,,,,,,
